,Word,Frequency,artist
9,rap,7,ssio
10,leuchtende,7,ssio
11,sterne,7,ssio
12,nachts,6,ssio
13,mann,6,ssio
14,vergehn,6,ssio
15,hotel,5,ssio
16,schlampe,5,ssio
17,kurdo,5,ssio
18,bar,5,ssio
19,kleinen,5,ssio
20,worte,5,ssio
21,luka,4,ssio
22,meter,4,ssio
23,fall,4,ssio
24,henny,4,ssio
25,mund,4,ssio
26,nix,4,ssio
27,drunter,4,ssio
28,klunker,4,ssio
29,ficken,4,ssio
30,baoh,4,ssio
31,zeit,4,ssio
32,dicka,4,ssio
33,deutscher,4,ssio
34,kleine,4,ssio
35,kam,4,ssio
36,gent,4,ssio
37,früher,4,ssio
38,refrain,4,ssio
39,casper,4,ssio
40,marteria,4,ssio
41,kante,3,ssio
42,bridge,3,ssio
43,lüge,3,ssio
44,gar,3,ssio
45,bars,3,ssio
46,kill,3,ssio
47,gedacht,3,ssio
48,life,3,ssio
49,pain,3,ssio
0,runter,9,bausa
1,digga,8,bausa
2,fünfzig,8,bausa
3,mann,6,bausa
4,rap,6,bausa
5,hotel,5,bausa
6,luka,4,bausa
7,meter,4,bausa
8,fall,4,bausa
9,nachts,4,bausa
10,henny,4,bausa
11,mund,4,bausa
12,schlampe,4,bausa
13,nix,4,bausa
14,drunter,4,bausa
15,klunker,4,bausa
16,baoh,4,bausa
17,dicka,4,bausa
18,deutscher,4,bausa
19,kleine,4,bausa
20,jahre,4,bausa
21,kante,3,bausa
22,lüge,3,bausa
23,gar,3,bausa
24,kill,3,bausa
25,life,3,bausa
26,pain,3,bausa
27,bruder,3,bausa
28,wahrheit,3,bausa
29,label,3,bausa
30,nutten,2,bausa
31,problemkindmukke,2,bausa
32,alter,2,bausa
33,ner,2,bausa
34,hohen,2,bausa
35,geschmissen,2,bausa
36,rrah,2,bausa
37,bridge,2,bausa
38,geheult,2,bausa
39,erzähl,2,bausa
40,zahnschmerzen,2,bausa
41,brüder,2,bausa
42,ficken,2,bausa
43,ganze,2,bausa
44,zeit,2,bausa
45,schwöre,2,bausa
46,halt,2,bausa
47,fresse,2,bausa
48,bars,2,bausa
49,stört,2,bausa
0,runter,9,ali bumaye
1,digga,8,ali bumaye
2,fünfzig,8,ali bumaye
3,mann,6,ali bumaye
4,rap,6,ali bumaye
5,hotel,5,ali bumaye
6,luka,4,ali bumaye
7,meter,4,ali bumaye
8,fall,4,ali bumaye
9,nachts,4,ali bumaye
10,henny,4,ali bumaye
11,mund,4,ali bumaye
12,schlampe,4,ali bumaye
13,nix,4,ali bumaye
14,drunter,4,ali bumaye
15,klunker,4,ali bumaye
16,baoh,4,ali bumaye
17,dicka,4,ali bumaye
18,deutscher,4,ali bumaye
19,kleine,4,ali bumaye
20,jahre,4,ali bumaye
21,kante,3,ali bumaye
22,lüge,3,ali bumaye
23,gar,3,ali bumaye
24,kill,3,ali bumaye
25,life,3,ali bumaye
26,pain,3,ali bumaye
27,bruder,3,ali bumaye
28,wahrheit,3,ali bumaye
29,label,3,ali bumaye
30,nutten,2,ali bumaye
31,problemkindmukke,2,ali bumaye
32,alter,2,ali bumaye
33,ner,2,ali bumaye
34,hohen,2,ali bumaye
35,geschmissen,2,ali bumaye
36,rrah,2,ali bumaye
37,bridge,2,ali bumaye
38,geheult,2,ali bumaye
39,erzähl,2,ali bumaye
40,zahnschmerzen,2,ali bumaye
41,brüder,2,ali bumaye
42,ficken,2,ali bumaye
43,ganze,2,ali bumaye
44,zeit,2,ali bumaye
45,schwöre,2,ali bumaye
46,halt,2,ali bumaye
47,fresse,2,ali bumaye
48,bars,2,ali bumaye
49,stört,2,ali bumaye
0,brandneue,42,shindy
1,bar,16,shindy
2,hundert,15,shindy
3,obs,14,shindy
4,riesen,13,shindy
5,star,13,shindy
6,mann,12,shindy
7,fick,12,shindy
8,zwanzigtausend,12,shindy
9,digga,11,shindy
10,jahre,11,shindy
11,tag,11,shindy
12,stadt,11,shindy
13,euro,10,shindy
14,kmh,10,shindy
15,runter,9,shindy
16,fünfzig,8,shindy
17,rap,8,shindy
18,namen,8,shindy
19,bra,8,shindy
20,hunderttausend,8,shindy
21,leuchtende,7,shindy
22,sterne,7,shindy
23,krieg,7,shindy
24,nachts,6,shindy
25,mund,6,shindy
26,hotel,6,shindy
27,bitches,6,shindy
28,scheiß,6,shindy
29,roll,6,shindy
30,früher,6,shindy
31,vergehn,6,shindy
32,brust,6,shindy
33,ruhe,6,shindy
34,zerreißtreißtreißt,6,shindy
35,granit,6,shindy
36,richtung,6,shindy
37,kriminell,6,shindy
38,antwort,6,shindy
39,drr,6,shindy
40,meter,5,shindy
41,fall,5,shindy
42,schlampe,5,shindy
43,nix,5,shindy
44,ficken,5,shindy
45,kleine,5,shindy
46,bruder,5,shindy
47,irgendjemand,5,shindy
48,bitch,5,shindy
49,rapper,5,shindy
0,runter,9,anouk
1,digga,8,anouk
2,fünfzig,8,anouk
3,mann,6,anouk
4,rap,6,anouk
5,hotel,5,anouk
6,luka,4,anouk
7,meter,4,anouk
8,fall,4,anouk
9,nachts,4,anouk
10,henny,4,anouk
11,mund,4,anouk
12,schlampe,4,anouk
13,nix,4,anouk
14,drunter,4,anouk
15,klunker,4,anouk
16,baoh,4,anouk
17,dicka,4,anouk
18,deutscher,4,anouk
19,kleine,4,anouk
20,jahre,4,anouk
21,kante,3,anouk
22,lüge,3,anouk
23,gar,3,anouk
24,kill,3,anouk
25,life,3,anouk
26,pain,3,anouk
27,bruder,3,anouk
28,wahrheit,3,anouk
29,label,3,anouk
30,nutten,2,anouk
31,problemkindmukke,2,anouk
32,alter,2,anouk
33,ner,2,anouk
34,hohen,2,anouk
35,geschmissen,2,anouk
36,rrah,2,anouk
37,bridge,2,anouk
38,geheult,2,anouk
39,erzähl,2,anouk
40,zahnschmerzen,2,anouk
41,brüder,2,anouk
42,ficken,2,anouk
43,ganze,2,anouk
44,zeit,2,anouk
45,schwöre,2,anouk
46,halt,2,anouk
47,fresse,2,anouk
48,bars,2,anouk
49,stört,2,anouk
0,runter,9,dj jeezy
1,digga,8,dj jeezy
2,fünfzig,8,dj jeezy
3,mann,6,dj jeezy
4,rap,6,dj jeezy
5,hotel,5,dj jeezy
6,luka,4,dj jeezy
7,meter,4,dj jeezy
8,fall,4,dj jeezy
9,nachts,4,dj jeezy
10,henny,4,dj jeezy
11,mund,4,dj jeezy
12,schlampe,4,dj jeezy
13,nix,4,dj jeezy
14,drunter,4,dj jeezy
15,klunker,4,dj jeezy
16,baoh,4,dj jeezy
17,dicka,4,dj jeezy
18,deutscher,4,dj jeezy
19,kleine,4,dj jeezy
20,jahre,4,dj jeezy
21,kante,3,dj jeezy
22,lüge,3,dj jeezy
23,gar,3,dj jeezy
24,kill,3,dj jeezy
25,life,3,dj jeezy
26,pain,3,dj jeezy
27,bruder,3,dj jeezy
28,wahrheit,3,dj jeezy
29,label,3,dj jeezy
30,nutten,2,dj jeezy
31,problemkindmukke,2,dj jeezy
32,alter,2,dj jeezy
33,ner,2,dj jeezy
34,hohen,2,dj jeezy
35,geschmissen,2,dj jeezy
36,rrah,2,dj jeezy
37,bridge,2,dj jeezy
38,geheult,2,dj jeezy
39,erzähl,2,dj jeezy
40,zahnschmerzen,2,dj jeezy
41,brüder,2,dj jeezy
42,ficken,2,dj jeezy
43,ganze,2,dj jeezy
44,zeit,2,dj jeezy
45,schwöre,2,dj jeezy
46,halt,2,dj jeezy
47,fresse,2,dj jeezy
48,bars,2,dj jeezy
49,stört,2,dj jeezy
0,runter,9,jumpa
1,digga,8,jumpa
2,fünfzig,8,jumpa
3,mann,6,jumpa
4,rap,6,jumpa
5,hotel,5,jumpa
6,luka,4,jumpa
7,meter,4,jumpa
8,fall,4,jumpa
9,nachts,4,jumpa
10,henny,4,jumpa
11,mund,4,jumpa
12,schlampe,4,jumpa
13,nix,4,jumpa
14,drunter,4,jumpa
15,klunker,4,jumpa
16,baoh,4,jumpa
17,dicka,4,jumpa
18,deutscher,4,jumpa
19,kleine,4,jumpa
20,jahre,4,jumpa
21,kante,3,jumpa
22,lüge,3,jumpa
23,gar,3,jumpa
24,kill,3,jumpa
25,life,3,jumpa
26,pain,3,jumpa
27,bruder,3,jumpa
28,wahrheit,3,jumpa
29,label,3,jumpa
30,nutten,2,jumpa
31,problemkindmukke,2,jumpa
32,alter,2,jumpa
33,ner,2,jumpa
34,hohen,2,jumpa
35,geschmissen,2,jumpa
36,rrah,2,jumpa
37,bridge,2,jumpa
38,geheult,2,jumpa
39,erzähl,2,jumpa
40,zahnschmerzen,2,jumpa
41,brüder,2,jumpa
42,ficken,2,jumpa
43,ganze,2,jumpa
44,zeit,2,jumpa
45,schwöre,2,jumpa
46,halt,2,jumpa
47,fresse,2,jumpa
48,bars,2,jumpa
49,stört,2,jumpa
0,bar,15,farid bang
1,hundert,14,farid bang
2,obs,14,farid bang
3,riesen,13,farid bang
4,zwanzigtausend,12,farid bang
5,jahre,10,farid bang
6,euro,10,farid bang
7,runter,9,farid bang
8,digga,8,farid bang
9,fünfzig,8,farid bang
10,namen,8,farid bang
11,bra,8,farid bang
12,hunderttausend,8,farid bang
13,mann,7,farid bang
14,rap,7,farid bang
15,star,7,farid bang
16,leuchtende,7,farid bang
17,sterne,7,farid bang
18,krieg,7,farid bang
19,nachts,6,farid bang
20,vergehn,6,farid bang
21,tag,6,farid bang
22,brust,6,farid bang
23,ruhe,6,farid bang
24,zerreißtreißtreißt,6,farid bang
25,granit,6,farid bang
26,meter,5,farid bang
27,fall,5,farid bang
28,hotel,5,farid bang
29,schlampe,5,farid bang
30,nix,5,farid bang
31,ran,5,farid bang
32,kurdo,5,farid bang
33,kleinen,5,farid bang
34,worte,5,farid bang
35,luka,4,farid bang
36,henny,4,farid bang
37,mund,4,farid bang
38,drunter,4,farid bang
39,klunker,4,farid bang
40,ficken,4,farid bang
41,baoh,4,farid bang
42,zeit,4,farid bang
43,dicka,4,farid bang
44,deutscher,4,farid bang
45,kleine,4,farid bang
46,lässt,4,farid bang
47,wahrheit,4,farid bang
48,kam,4,farid bang
49,rapper,4,farid bang
0,digga,8,pol1z1stens0hn a.k.a. jan böhmermann
1,fünfzig,8,pol1z1stens0hn a.k.a. jan böhmermann
2,runter,8,pol1z1stens0hn a.k.a. jan böhmermann
3,luka,4,pol1z1stens0hn a.k.a. jan böhmermann
4,meter,4,pol1z1stens0hn a.k.a. jan böhmermann
5,fall,4,pol1z1stens0hn a.k.a. jan böhmermann
6,nachts,4,pol1z1stens0hn a.k.a. jan böhmermann
7,henny,4,pol1z1stens0hn a.k.a. jan böhmermann
8,mund,4,pol1z1stens0hn a.k.a. jan böhmermann
9,hotel,4,pol1z1stens0hn a.k.a. jan böhmermann
10,schlampe,4,pol1z1stens0hn a.k.a. jan böhmermann
11,nix,4,pol1z1stens0hn a.k.a. jan böhmermann
12,drunter,4,pol1z1stens0hn a.k.a. jan böhmermann
13,klunker,4,pol1z1stens0hn a.k.a. jan böhmermann
14,baoh,4,pol1z1stens0hn a.k.a. jan böhmermann
15,kante,3,pol1z1stens0hn a.k.a. jan böhmermann
16,mann,3,pol1z1stens0hn a.k.a. jan böhmermann
17,problemkindmukke,2,pol1z1stens0hn a.k.a. jan böhmermann
18,alter,2,pol1z1stens0hn a.k.a. jan böhmermann
19,ner,2,pol1z1stens0hn a.k.a. jan böhmermann
20,hohen,2,pol1z1stens0hn a.k.a. jan böhmermann
21,geschmissen,2,pol1z1stens0hn a.k.a. jan böhmermann
22,rrah,2,pol1z1stens0hn a.k.a. jan böhmermann
23,bridge,2,pol1z1stens0hn a.k.a. jan böhmermann
24,geheult,2,pol1z1stens0hn a.k.a. jan böhmermann
25,zahnschmerzen,2,pol1z1stens0hn a.k.a. jan böhmermann
26,schwöre,2,pol1z1stens0hn a.k.a. jan böhmermann
27,gar,2,pol1z1stens0hn a.k.a. jan böhmermann
28,dicka,2,pol1z1stens0hn a.k.a. jan böhmermann
29,halt,2,pol1z1stens0hn a.k.a. jan böhmermann
30,fresse,2,pol1z1stens0hn a.k.a. jan böhmermann
31,jaynbeat,1,pol1z1stens0hn a.k.a. jan böhmermann
32,beattag,1,pol1z1stens0hn a.k.a. jan böhmermann
33,nutten,1,pol1z1stens0hn a.k.a. jan böhmermann
34,erzähl,1,pol1z1stens0hn a.k.a. jan böhmermann
35,schmier,1,pol1z1stens0hn a.k.a. jan böhmermann
36,koka,1,pol1z1stens0hn a.k.a. jan böhmermann
37,zähne,1,pol1z1stens0hn a.k.a. jan böhmermann
38,schmerzen,1,pol1z1stens0hn a.k.a. jan böhmermann
39,heulen,1,pol1z1stens0hn a.k.a. jan böhmermann
40,wimmern,1,pol1z1stens0hn a.k.a. jan böhmermann
41,brüder,1,pol1z1stens0hn a.k.a. jan böhmermann
42,herzen,1,pol1z1stens0hn a.k.a. jan böhmermann
43,brechen,1,pol1z1stens0hn a.k.a. jan böhmermann
44,ficken,1,pol1z1stens0hn a.k.a. jan böhmermann
45,scherzen,1,pol1z1stens0hn a.k.a. jan böhmermann
46,hah,1,pol1z1stens0hn a.k.a. jan böhmermann
47,leder,1,pol1z1stens0hn a.k.a. jan böhmermann
48,gerste,1,pol1z1stens0hn a.k.a. jan böhmermann
49,vernünftig,1,pol1z1stens0hn a.k.a. jan böhmermann
0,hundert,13,juju [de]
1,riesen,13,juju [de]
2,runter,9,juju [de]
3,digga,8,juju [de]
4,fünfzig,8,juju [de]
5,bra,8,juju [de]
6,rap,7,juju [de]
7,mann,6,juju [de]
8,hotel,5,juju [de]
9,schlampe,5,juju [de]
10,kurdo,5,juju [de]
11,luka,4,juju [de]
12,meter,4,juju [de]
13,fall,4,juju [de]
14,nachts,4,juju [de]
15,henny,4,juju [de]
16,mund,4,juju [de]
17,nix,4,juju [de]
18,drunter,4,juju [de]
19,klunker,4,juju [de]
20,ficken,4,juju [de]
21,baoh,4,juju [de]
22,dicka,4,juju [de]
23,deutscher,4,juju [de]
24,kleine,4,juju [de]
25,jahre,4,juju [de]
26,gent,4,juju [de]
27,früher,4,juju [de]
28,bar,4,juju [de]
29,kante,3,juju [de]
30,lüge,3,juju [de]
31,gar,3,juju [de]
32,bars,3,juju [de]
33,kill,3,juju [de]
34,life,3,juju [de]
35,pain,3,juju [de]
36,bruder,3,juju [de]
37,hype,3,juju [de]
38,wahrheit,3,juju [de]
39,kam,3,juju [de]
40,rapper,3,juju [de]
41,label,3,juju [de]
42,wollt,3,juju [de]
43,scheiß,3,juju [de]
44,unterkiefer,3,juju [de]
45,willst,3,juju [de]
46,nutten,2,juju [de]
47,problemkindmukke,2,juju [de]
48,alter,2,juju [de]
49,ner,2,juju [de]
0,hundert,14,olexesh
1,obs,14,olexesh
2,riesen,13,olexesh
3,jahre,10,olexesh
4,runter,9,olexesh
5,digga,8,olexesh
6,fünfzig,8,olexesh
7,bra,8,olexesh
8,hunderttausend,8,olexesh
9,rap,7,olexesh
10,leuchtende,7,olexesh
11,sterne,7,olexesh
12,nachts,6,olexesh
13,mann,6,olexesh
14,vergehn,6,olexesh
15,hotel,5,olexesh
16,schlampe,5,olexesh
17,kurdo,5,olexesh
18,bar,5,olexesh
19,kleinen,5,olexesh
20,worte,5,olexesh
21,luka,4,olexesh
22,meter,4,olexesh
23,fall,4,olexesh
24,henny,4,olexesh
25,mund,4,olexesh
26,nix,4,olexesh
27,drunter,4,olexesh
28,klunker,4,olexesh
29,ficken,4,olexesh
30,baoh,4,olexesh
31,zeit,4,olexesh
32,dicka,4,olexesh
33,deutscher,4,olexesh
34,kleine,4,olexesh
35,kam,4,olexesh
36,gent,4,olexesh
37,früher,4,olexesh
38,refrain,4,olexesh
39,casper,4,olexesh
40,marteria,4,olexesh
41,kante,3,olexesh
42,bridge,3,olexesh
43,lüge,3,olexesh
44,gar,3,olexesh
45,bars,3,olexesh
46,kill,3,olexesh
47,gedacht,3,olexesh
48,life,3,olexesh
49,pain,3,olexesh
0,brandneue,42,bonez mc
1,bar,16,bonez mc
2,hundert,15,bonez mc
3,obs,14,bonez mc
4,riesen,13,bonez mc
5,star,13,bonez mc
6,mann,12,bonez mc
7,fick,12,bonez mc
8,zwanzigtausend,12,bonez mc
9,digga,11,bonez mc
10,jahre,11,bonez mc
11,tag,11,bonez mc
12,stadt,11,bonez mc
13,euro,10,bonez mc
14,kmh,10,bonez mc
15,runter,9,bonez mc
16,fünfzig,8,bonez mc
17,rap,8,bonez mc
18,namen,8,bonez mc
19,bra,8,bonez mc
20,hunderttausend,8,bonez mc
21,leuchtende,7,bonez mc
22,sterne,7,bonez mc
23,krieg,7,bonez mc
24,nachts,6,bonez mc
25,mund,6,bonez mc
26,hotel,6,bonez mc
27,bitches,6,bonez mc
28,scheiß,6,bonez mc
29,roll,6,bonez mc
30,früher,6,bonez mc
31,vergehn,6,bonez mc
32,brust,6,bonez mc
33,ruhe,6,bonez mc
34,zerreißtreißtreißt,6,bonez mc
35,granit,6,bonez mc
36,richtung,6,bonez mc
37,kriminell,6,bonez mc
38,antwort,6,bonez mc
39,drr,6,bonez mc
40,meter,5,bonez mc
41,fall,5,bonez mc
42,schlampe,5,bonez mc
43,nix,5,bonez mc
44,ficken,5,bonez mc
45,kleine,5,bonez mc
46,bruder,5,bonez mc
47,irgendjemand,5,bonez mc
48,bitch,5,bonez mc
49,rapper,5,bonez mc
0,digga,8,sugar mmfk
1,fünfzig,8,sugar mmfk
2,runter,8,sugar mmfk
3,luka,4,sugar mmfk
4,meter,4,sugar mmfk
5,fall,4,sugar mmfk
6,nachts,4,sugar mmfk
7,henny,4,sugar mmfk
8,mund,4,sugar mmfk
9,hotel,4,sugar mmfk
10,schlampe,4,sugar mmfk
11,nix,4,sugar mmfk
12,drunter,4,sugar mmfk
13,klunker,4,sugar mmfk
14,baoh,4,sugar mmfk
15,kante,3,sugar mmfk
16,mann,3,sugar mmfk
17,problemkindmukke,2,sugar mmfk
18,alter,2,sugar mmfk
19,ner,2,sugar mmfk
20,hohen,2,sugar mmfk
21,geschmissen,2,sugar mmfk
22,rrah,2,sugar mmfk
23,bridge,2,sugar mmfk
24,geheult,2,sugar mmfk
25,zahnschmerzen,2,sugar mmfk
26,schwöre,2,sugar mmfk
27,gar,2,sugar mmfk
28,dicka,2,sugar mmfk
29,halt,2,sugar mmfk
30,fresse,2,sugar mmfk
31,jaynbeat,1,sugar mmfk
32,beattag,1,sugar mmfk
33,nutten,1,sugar mmfk
34,erzähl,1,sugar mmfk
35,schmier,1,sugar mmfk
36,koka,1,sugar mmfk
37,zähne,1,sugar mmfk
38,schmerzen,1,sugar mmfk
39,heulen,1,sugar mmfk
40,wimmern,1,sugar mmfk
41,brüder,1,sugar mmfk
42,herzen,1,sugar mmfk
43,brechen,1,sugar mmfk
44,ficken,1,sugar mmfk
45,scherzen,1,sugar mmfk
46,hah,1,sugar mmfk
47,leder,1,sugar mmfk
48,gerste,1,sugar mmfk
49,vernünftig,1,sugar mmfk
0,runter,9,ardian bujupi
1,digga,8,ardian bujupi
2,fünfzig,8,ardian bujupi
3,mann,6,ardian bujupi
4,rap,6,ardian bujupi
5,hotel,5,ardian bujupi
6,luka,4,ardian bujupi
7,meter,4,ardian bujupi
8,fall,4,ardian bujupi
9,nachts,4,ardian bujupi
10,henny,4,ardian bujupi
11,mund,4,ardian bujupi
12,schlampe,4,ardian bujupi
13,nix,4,ardian bujupi
14,drunter,4,ardian bujupi
15,klunker,4,ardian bujupi
16,baoh,4,ardian bujupi
17,dicka,4,ardian bujupi
18,deutscher,4,ardian bujupi
19,kleine,4,ardian bujupi
20,jahre,4,ardian bujupi
21,kante,3,ardian bujupi
22,lüge,3,ardian bujupi
23,gar,3,ardian bujupi
24,kill,3,ardian bujupi
25,life,3,ardian bujupi
26,pain,3,ardian bujupi
27,bruder,3,ardian bujupi
28,wahrheit,3,ardian bujupi
29,label,3,ardian bujupi
30,nutten,2,ardian bujupi
31,problemkindmukke,2,ardian bujupi
32,alter,2,ardian bujupi
33,ner,2,ardian bujupi
34,hohen,2,ardian bujupi
35,geschmissen,2,ardian bujupi
36,rrah,2,ardian bujupi
37,bridge,2,ardian bujupi
38,geheult,2,ardian bujupi
39,erzähl,2,ardian bujupi
40,zahnschmerzen,2,ardian bujupi
41,brüder,2,ardian bujupi
42,ficken,2,ardian bujupi
43,ganze,2,ardian bujupi
44,zeit,2,ardian bujupi
45,schwöre,2,ardian bujupi
46,halt,2,ardian bujupi
47,fresse,2,ardian bujupi
48,bars,2,ardian bujupi
49,stört,2,ardian bujupi
0,brandneue,42,bushido
1,ouais,33,bushido
2,alpträume,20,bushido
3,musik,19,bushido
4,mann,18,bushido
5,bar,17,bushido
6,hundert,16,bushido
7,ill,16,bushido
8,brüder,15,bushido
9,oben,15,bushido
10,obs,14,bushido
11,tag,14,bushido
12,vorbei,14,bushido
13,wild,14,bushido
14,henny,13,bushido
15,riesen,13,bushido
16,star,13,bushido
17,zwanzigtausend,13,bushido
18,stadt,13,bushido
19,zeit,12,bushido
20,fick,12,bushido
21,angst,12,bushido
22,jubilare,12,bushido
23,schlaf,12,bushido
24,seite,12,bushido
25,digga,11,bushido
26,meter,11,bushido
27,jahre,11,bushido
28,klein,11,bushido
29,euro,11,bushido
30,kmh,11,bushido
31,besser,11,bushido
32,audemars,10,bushido
33,geld,10,bushido
34,boden,10,bushido
35,früher,10,bushido
36,kilo,10,bushido
37,runter,9,bushido
38,bruder,9,bushido
39,welt,9,bushido
40,jungs,9,bushido
41,bra,9,bushido
42,lange,9,bushido
43,ziehn,9,bushido
44,hoch,9,bushido
45,egal,9,bushido
46,high,9,bushido
47,amphetamin,9,bushido
48,fünfzig,8,bushido
49,nix,8,bushido
0,hundert,14,veysel
1,obs,14,veysel
2,riesen,13,veysel
3,jahre,10,veysel
4,runter,9,veysel
5,digga,8,veysel
6,fünfzig,8,veysel
7,bra,8,veysel
8,hunderttausend,8,veysel
9,rap,7,veysel
10,leuchtende,7,veysel
11,sterne,7,veysel
12,nachts,6,veysel
13,mann,6,veysel
14,vergehn,6,veysel
15,hotel,5,veysel
16,schlampe,5,veysel
17,kurdo,5,veysel
18,bar,5,veysel
19,kleinen,5,veysel
20,worte,5,veysel
21,luka,4,veysel
22,meter,4,veysel
23,fall,4,veysel
24,henny,4,veysel
25,mund,4,veysel
26,nix,4,veysel
27,drunter,4,veysel
28,klunker,4,veysel
29,ficken,4,veysel
30,baoh,4,veysel
31,zeit,4,veysel
32,dicka,4,veysel
33,deutscher,4,veysel
34,kleine,4,veysel
35,kam,4,veysel
36,gent,4,veysel
37,früher,4,veysel
38,refrain,4,veysel
39,casper,4,veysel
40,marteria,4,veysel
41,kante,3,veysel
42,bridge,3,veysel
43,lüge,3,veysel
44,gar,3,veysel
45,bars,3,veysel
46,kill,3,veysel
47,gedacht,3,veysel
48,life,3,veysel
49,pain,3,veysel
0,digga,8,king khalil
1,fünfzig,8,king khalil
2,runter,8,king khalil
3,luka,4,king khalil
4,meter,4,king khalil
5,fall,4,king khalil
6,nachts,4,king khalil
7,henny,4,king khalil
8,mund,4,king khalil
9,hotel,4,king khalil
10,schlampe,4,king khalil
11,nix,4,king khalil
12,drunter,4,king khalil
13,klunker,4,king khalil
14,baoh,4,king khalil
15,kante,3,king khalil
16,mann,3,king khalil
17,problemkindmukke,2,king khalil
18,alter,2,king khalil
19,ner,2,king khalil
20,hohen,2,king khalil
21,geschmissen,2,king khalil
22,rrah,2,king khalil
23,bridge,2,king khalil
24,geheult,2,king khalil
25,zahnschmerzen,2,king khalil
26,schwöre,2,king khalil
27,gar,2,king khalil
28,dicka,2,king khalil
29,halt,2,king khalil
30,fresse,2,king khalil
31,jaynbeat,1,king khalil
32,beattag,1,king khalil
33,nutten,1,king khalil
34,erzähl,1,king khalil
35,schmier,1,king khalil
36,koka,1,king khalil
37,zähne,1,king khalil
38,schmerzen,1,king khalil
39,heulen,1,king khalil
40,wimmern,1,king khalil
41,brüder,1,king khalil
42,herzen,1,king khalil
43,brechen,1,king khalil
44,ficken,1,king khalil
45,scherzen,1,king khalil
46,hah,1,king khalil
47,leder,1,king khalil
48,gerste,1,king khalil
49,vernünftig,1,king khalil
0,hundert,14,lx
1,obs,14,lx
2,riesen,13,lx
3,jahre,10,lx
4,runter,9,lx
5,digga,8,lx
6,fünfzig,8,lx
7,bra,8,lx
8,hunderttausend,8,lx
9,mann,7,lx
10,rap,7,lx
11,leuchtende,7,lx
12,sterne,7,lx
13,krieg,7,lx
14,nachts,6,lx
15,vergehn,6,lx
16,brust,6,lx
17,ruhe,6,lx
18,zerreißtreißtreißt,6,lx
19,granit,6,lx
20,meter,5,lx
21,fall,5,lx
22,hotel,5,lx
23,schlampe,5,lx
24,kurdo,5,lx
25,bar,5,lx
26,kleinen,5,lx
27,worte,5,lx
28,luka,4,lx
29,henny,4,lx
30,mund,4,lx
31,nix,4,lx
32,drunter,4,lx
33,klunker,4,lx
34,ficken,4,lx
35,baoh,4,lx
36,zeit,4,lx
37,dicka,4,lx
38,deutscher,4,lx
39,kleine,4,lx
40,wahrheit,4,lx
41,kam,4,lx
42,bevor,4,lx
43,gent,4,lx
44,früher,4,lx
45,bleibt,4,lx
46,refrain,4,lx
47,casper,4,lx
48,marteria,4,lx
49,ner,3,lx
0,hundert,13,dú maroc
1,riesen,13,dú maroc
2,runter,9,dú maroc
3,digga,8,dú maroc
4,fünfzig,8,dú maroc
5,bra,8,dú maroc
6,rap,7,dú maroc
7,mann,6,dú maroc
8,hotel,5,dú maroc
9,schlampe,5,dú maroc
10,kurdo,5,dú maroc
11,luka,4,dú maroc
12,meter,4,dú maroc
13,fall,4,dú maroc
14,nachts,4,dú maroc
15,henny,4,dú maroc
16,mund,4,dú maroc
17,nix,4,dú maroc
18,drunter,4,dú maroc
19,klunker,4,dú maroc
20,ficken,4,dú maroc
21,baoh,4,dú maroc
22,dicka,4,dú maroc
23,deutscher,4,dú maroc
24,kleine,4,dú maroc
25,jahre,4,dú maroc
26,gent,4,dú maroc
27,früher,4,dú maroc
28,bar,4,dú maroc
29,kante,3,dú maroc
30,lüge,3,dú maroc
31,gar,3,dú maroc
32,bars,3,dú maroc
33,kill,3,dú maroc
34,life,3,dú maroc
35,pain,3,dú maroc
36,bruder,3,dú maroc
37,hype,3,dú maroc
38,wahrheit,3,dú maroc
39,kam,3,dú maroc
40,rapper,3,dú maroc
41,label,3,dú maroc
42,wollt,3,dú maroc
43,scheiß,3,dú maroc
44,unterkiefer,3,dú maroc
45,willst,3,dú maroc
46,nutten,2,dú maroc
47,problemkindmukke,2,dú maroc
48,alter,2,dú maroc
49,ner,2,dú maroc
0,hundert,14,capo
1,obs,14,capo
2,riesen,13,capo
3,jahre,10,capo
4,runter,9,capo
5,digga,8,capo
6,fünfzig,8,capo
7,bra,8,capo
8,hunderttausend,8,capo
9,rap,7,capo
10,leuchtende,7,capo
11,sterne,7,capo
12,nachts,6,capo
13,mann,6,capo
14,vergehn,6,capo
15,hotel,5,capo
16,schlampe,5,capo
17,kurdo,5,capo
18,bar,5,capo
19,kleinen,5,capo
20,worte,5,capo
21,luka,4,capo
22,meter,4,capo
23,fall,4,capo
24,henny,4,capo
25,mund,4,capo
26,nix,4,capo
27,drunter,4,capo
28,klunker,4,capo
29,ficken,4,capo
30,baoh,4,capo
31,zeit,4,capo
32,dicka,4,capo
33,deutscher,4,capo
34,kleine,4,capo
35,kam,4,capo
36,gent,4,capo
37,früher,4,capo
38,refrain,4,capo
39,casper,4,capo
40,marteria,4,capo
41,kante,3,capo
42,bridge,3,capo
43,lüge,3,capo
44,gar,3,capo
45,bars,3,capo
46,kill,3,capo
47,gedacht,3,capo
48,life,3,capo
49,pain,3,capo
0,digga,8,sinan-g
1,fünfzig,8,sinan-g
2,runter,8,sinan-g
3,luka,4,sinan-g
