,Unnamed: 0,id,album_name,album_artist,album_release_date,gender
294,294,0gogloR1tdT0mE0XU5eVCT,nirgendwer,sierra kidd,2014-07-04,male
295,295,6j3S7Gk1ZL6XoveNjRGAG2,nirgendwer,sierra kidd,2014-07-04,male
296,296,3w5H0rxOBawdJccO3088Yd,plata o plomo,yuzuf,2019-04-26,male
297,297,5WmU2nhadDkKLhoVDyAHjD,jugglerz radio,jugglerz,2019-11-01,male
298,298,2NH4awIW6g45XOBlvNuoMK,obststand 2,lx,2019-06-27,male
299,299,3P7uFJpRvsuIzCefYxakeX,obststand 2 (instrumentals),lx,2019-06-25,male
300,300,1bYlNbHDJ2rwuTfTPobZa8,kohldampf,maxwell,2017-03-24,male
301,301,4Y17P7EwESVpNc1qR8ZQJl,safari,maxwell,2016-12-16,male
302,302,3XzYIiuhCdQAWD8l4OaT1C,obststand,lx & maxwell,2015-06-12,male
303,303,5vkzRZ7iojcNxPg4Fs7VZf,der tragödie erster teil,caramelo,2021-02-12,male
304,304,5t6WfrPskMDVFmwk1RkMXL,akte nu51,nu51,2020-11-05,male
305,305,1lI2n6lHIv86lPqdCNyib0,zwiegespalten,nu51,2018-11-16,male
306,306,23bFi2wFIz1ydfuNeHBbpS,cash me if u can (deluxe version),65goonz,2021-02-26,male
307,307,0A2zmEhpsewnQ5BsVddutG,cash me if u can,65goonz,2021-01-29,male
308,308,56F41oVXFJlOfySoL9Qucu,your local finesser,65goonz,2020-05-06,male
309,309,2jfJ4pk8n5UU91PDGQYCKX,augen husky,olexesh,2019-09-12,male
310,310,3qOnAxhMZoCv5EJqSnBkVE,authentic athletic 2,olexesh,2018-11-30,male
311,311,3whvTAIClofWdLa8PviZjc,rolexesh,olexesh,2018-03-02,male
312,312,3vZPTNoQ5bbV9ArffIjJOC,radioaktiv,olexesh,2018-03-02,male
313,313,600qwmNoTlXmUbNafjfj3v,makadam,olexesh,2016-10-21,male
314,314,5NnCjHuFGermU4tpUoikkD,strassencocktail (deluxe edition),olexesh,2015-09-25,male
315,315,42etQi4qP85FYG0EBdLPcp,masta (deluxe edition),olexesh,2015-03-27,male
316,316,2Zd97Fw2FQnO81NH6zyr0D,nu eta da (deluxe edition),olexesh,2014-03-07,male
317,317,4LjvLmSa4eodC3yO9Xe30U,captain fantastic singles & remixes,die fantastischen vier,2018-09-28,male
318,318,7bRH54aWEyOaz0gGJYK8um,captain fantastic,die fantastischen vier,2018-04-27,male
319,319,697LN8airr1CxtEA6pSces,supersense block party,die fantastischen vier,2016-12-09,male
320,320,28w0PcYtQoN9gV5wo3F43K,live aus berlin 2016,die fantastischen vier,2016-09-16,male
321,321,6LNGGTfqB4wp3pllGYsjXc,rekord - live in wien,die fantastischen vier,2015-05-08,male
322,322,2emCtAKoGd3iFuB5e7UHSM,rekord,die fantastischen vier,2014-10-24,male
323,323,2p4RTMATbyyjq3MvyCaJBl,rekord,die fantastischen vier,2014-10-24,male
324,324,7dQqFi73ucmeaewx1OQtAc,mtv unplugged (alben für die ewigkeit),die fantastischen vier,2012-06-26,male
325,325,1Yy0EhmVImYhggH3qcyylZ,für dich immer noch fanta sie,die fantastischen vier,2010-05-14,male
326,326,1clfugbQbzoRiCFCx0In3G,jetzt geht's ab - jubiläums-edition,die fantastischen vier,2009-10-20,male
327,327,2TyM5Yg8mrGugavbeCq9Gw,vier gewinnt - jubiläums-edition,die fantastischen vier,2009-10-20,male
328,328,61FJHx5R3iyh460kPOpyCb,heimspiel,die fantastischen vier,2009-10-05,male
329,329,3tW9MGPbmSFS1Bm8RU6ppD,fornika für alle,die fantastischen vier,2008-06-06,male
330,330,64FbUvh58y3eHdmGFgvwBx,fornika,die fantastischen vier,2007-08-30,male
331,331,4RsmQuIkdbIc2fmJ6QeLbo,fornika,die fantastischen vier,2007-04-06,male
332,332,7lM7y0B6lxsvbkEHEUF0q4,fornika,die fantastischen vier,2007-04-06,male
333,333,4lSN5UsKmW6dpJMi4kaCzR,fornika - jubiläums-edition,die fantastischen vier,2007,male
334,334,11SpsSy3rFywXzOSoolO2n,viel,die fantastischen vier,2005-07-04,male
335,335,5L3BBciSbFzTI2jwppjwAo,viel,die fantastischen vier,2004-09-27,male
336,336,6ztmtznCPzM2v3lFhGg4w3,viel,die fantastischen vier,2004-09-27,male
337,337,39TNqzjLE5TgCDeDrqDldd,hagakure. der weg des samurai,torch,2012-07-27,male
338,338,6YVuIEebYytSbOwjC200or,blauer samt,torch,2000-09-25,male
339,339,7hKSdEhh5pVcVFhtNHvIcD,blauer samt (instrumentals),torch,2000-09-24,male
340,340,7LLDVFisFLtt63N23eAcSx,farbenmeer,jalle,2021-04-09,male
341,341,0lNr61Hk2IUXga6Cgr5KH0,zusammen,jalle,2019-04-30,male
342,342,1cusqhR7yLYZ0QpFVf54S7,noir.,jalle,2018-12-02,male
343,343,0ru5MfmSo16WWT9vNeIiSD,medizin & therapie,jalle,2018-07-27,male
344,344,72CUkKYLPdQVSjZ86mHa7u,payday 3,jalle,2017-11-17,male
345,345,7FUJDqWr0PvHJyIJeCsswA,bling bling,juju,2019-06-14,female
346,346,5APnnHgk6DFmQijLHdMHMS,bling bling (instrumentals),juju,2019-06-13,female
347,347,4Ux9Vpvlt7MzuvGTbl976Q,narco trafficante,18 karat,2021-01-08,male
348,348,0PlMuUNHSXuiZQjxU6phub,je m'appelle kriminell,18 karat,2019-05-31,male
349,349,6ovjUWxdX7lqh3Z49hQr9q,geld gold gras (supremos tour edition),18 karat,2018-05-04,male
350,350,1I8rq135v4Lh1uHK9NJaE9,geld gold gras (deluxe edition),18 karat,2018-03-09,male
351,351,3y1eDeljkPnVtSUVMMU265,pusha,18 karat,2017-04-07,male
352,352,3lMrCDLgOzi7ZX72vOWSpS,fsk18 brutal,18 karat,2016-03-04,male
353,353,5H7FmDYCEyrabqCDw0kGmN,derman,cemo,2020-05-08,male
354,354,1TGkYIeewV6t9SyM8bOD2r,messios,ssio,2019-12-06,male
355,355,1sWfdlVoxC3jzkAYmw0dsa,messios (instrumentals),ssio,2019-12-04,male
356,356,6tXpsYFPFHpbKXWpovbtFs,"0,9 (deluxe version)",ssio,2016-01-29,male
357,357,2eHd6xRjxedhHV81eAs4N0,bb.u.m.ss.n. (spezial edition),ssio,2013-09-13,male
358,358,2JWkCSKXhBN7Ai5OO49yF8,alright,t-low,2021-03-27,male
359,359,4eQ1MHUrUToEajqDvN6T8O,dilemma,miami yacine,2020-12-25,male
360,360,0kTVRPR1XbGwSsmtMceuaU,welcome 2 miami,miami yacine,2020-01-29,male
361,361,5ItD2QsELr1OxcZPr9NvuE,casia deluxe,miami yacine,2017-10-13,male
362,362,1Ql59l5ktSAPyS8q2mYUdZ,neue deutsche quelle,sa4,2017-11-10,male
363,363,15bSj6jlJDtszGGKEvR6A2,bombay sa4,sa4,2017-11-09,male
364,364,7Ece7PGlPN22eG6DtjhPTQ,cedmusic vol.3,cedmusic,2018-05-01,male
365,365,5jSd1UB7LDI3EXC3JPOqtw,cedmusic vol.2,cedmusic,2018-02-01,male
366,366,74moC0eZwC8cfQ4VEawdYr,cedmusic vol. 1,cedmusic,2017-10-10,male
367,367,17HtAdJO3qQzLJDf9GAePl,king of love,kizz daniel,2020-06-25,male
368,368,7aBqPFpPw91lIsW9pNZ1zt,no bad songz,kizz daniel,2018-11-30,male
369,369,1HUCkuGrx6DuKvTqVA8Udp,lightwolf,weekend,2020-09-11,male
370,370,6XPSOBtATvvPUpMnWK0uRt,keiner ist gestorben,weekend,2017-10-13,male
371,371,6qzXdNLmd65nFKfG5BKahd,musik für die die nicht so gerne denken,weekend,2015-09-11,male
372,372,7CdFNimdK2lYyDwyHJsYib,für immer wochenende,weekend,2015-04-24,male
373,373,30GqT8juwZVdMbEZe8DSQq,am wochenende rapper,weekend,2013-08-30,male
374,374,002fFNCuo8Tn0yUB3zGXdZ,reset,jalil,2021-03-26,male
375,375,1rRHv1Q70kiz2uaQ6o6wYq,black panther,jalil,2018-08-10,male
376,376,6mr5dJdf5fV6dyfz6uquQG,epic (premium edition),fler,2017-06-30,male
377,377,4Vqv5o1dT8xN5eJHgN7hbs,das leben hat kein air system,jalil,2015-10-02,male
378,378,3i0UzyaDyf2cAzHKlxjKSj,radikal,jalil,2014-11-07,male
379,379,50C6Dv0yd8HR43OohXhLPS,marktlücke,kilomatik,2020-09-17,male
380,380,2MeYbvH12uTp8etuVXliOh,up & out,yael,2020-08-28,female
381,381,1KZQiDqeIbEjiiLmXdiAQQ,story of a stranger,yael,2019-11-29,female
382,382,1fVePI6cxINIsb31nsPuQj,l.u.v.,yael,2019-02-15,female
383,383,5XFvKMWkYTUKGlsFtK3JYs,gzuz,gzuz,2020-02-13,male
384,384,33M3RkbbYEL1vJ4o35RDHF,wolke 7,gzuz,2018-05-25,male
385,385,67p5Ktm0ramlZ87r39fxNg,high & hungrig 2,gzuz,2016-05-27,male
386,386,5liueun7Tp9bxoGliD808x,ebbe & flut,gzuz,2015-10-09,male
387,387,7m2k8DlI0Age38deMZENKC,high & hungrig,gzuz,2014-05-23,male
388,388,7o4OPYluJrbrRwVsXHEzub,est. 1991,laruzo,2019-08-09,male
389,389,7L6pVkZfG7VsS4InE6b7JP,contenance,laruzo,2016-09-30,male
390,390,24NwePVKDPQTCI4HCJou2W,contenance (instrumentals),laruzo,2016-09-29,male
391,391,6Tp64Hmh1woiixHTu9EdkS,stash,milonair,2020-10-15,male
392,392,4XM4HNonz6GgoL2SXehQTp,g.t.a. (gangster ticken anders),milonair,2019-07-18,male
393,393,1djBCyxSIVIBI6JxH7g0yi,milominati,milonair,2016-05-20,male
394,394,1JmGJOzZoAoXetjNltciKY,amg,milonair,2014-03-21,male
395,395,1R2aLzz98IUgNYsVVJfEeb,herzi,herzog,2021-03-05,male
396,396,2fmloTRIrRSXW3jUgY4HJX,og mit herz,herzog,2019-03-22,male
397,397,1wsxOI9w17U1DPtvv6uK1U,bombenprodukt,herzog,2019-02-22,male
398,398,5TDt1mLJwUGFX82yPZdfXQ,vollbluthustler,herzog,2016-09-02,male
399,399,3NctkMAvNcUMJK3tXJ76ho,ehfd,herzog,2015-10-23,male
400,400,0e237cSqidET2cUj3bTGsj,eine drogenlose frechheit,herzog,2014-03-28,male
401,401,0Mlmv3CjDD5KPe66Bw8uxP,juggernaut,hasan.k,2017-07-21,male
402,402,53Ol1EkdL8LndqYNJIPSpo,gringo city,hasan.k,2017-01-06,male
403,403,6DVudAFBWxB0Pbwslzpyc6,pottpüree,dike,2019-08-29,male
404,404,2nqPamqBwGW5PB22BOqkcq,you should've known,serious klein,2018-10-19,male
405,405,64S6jvaU3bZqZoyO1ccXPk,haram city,gambino 36,2021-03-17,male
406,406,7FTChg0eOAb2DTcONmmlfJ,hundertvier,teuterekordz,2021-03-05,male
407,407,4lBxcWIWcIglQCDh5LeBJI,vollmond,kontra k,2020-09-25,male
408,408,0A2Fv4wziWXjSLylfMvbI5,vollmond,kontra k,2020-09-25,male
409,409,0sVQrIwythyuM0G6uLcqiy,sie wollten wasser doch kriegen benzin,kontra k,2019-05-24,male
410,410,4m9FP8NlqLQfEEwtRIRP5x,sie wollten wasser doch kriegen benzin,kontra k,2019-05-24,male
411,411,47tOfXJ9EW6pO26FKzFBn7,erde & knochen,kontra k,2018-07-20,male
412,412,7nJZZgzioTZRpidBYPqwHO,erde & knochen (deluxe edition),kontra k,2018-05-11,male
413,413,10UBbBR7ckvwb7ESJTSzPB,gute nacht,kontra k,2017-04-28,male
414,414,6QYCL4y4krnoJXV0JJ3c4Y,gute nacht (commentary),kontra k,2017-04-28,male
415,415,3pzIwqrnLZsSXH3aKWxCV4,labyrinth,kontra k,2016-05-20,male
416,416,4UedADJxjokipx8oW1CuqX,aus dem schatten ins licht,kontra k,2015-02-06,male
417,417,498PbD0LAQolD30TvoqXro,ein herz aus chrom,skinny al,2013-11-15,male
418,418,4HrEhJUIUusV82oOAKXNH2,12 runden,kontra k,2013,male
419,419,5BQGVvLOxwskUzPxUUJFZh,auf teufel komm raus,kontra k,2013,male
420,420,1AltC4ywUTBQodlAieAViM,was die zeit bringt (premium edition),kontra k,2012,male
421,421,5GgePpwVw2v3vHSMQoysQw,dobermann,kontra k,2010,male
422,422,4gFwjVAnjFlnikFqx4eghN,money 4 brothers,erabi,2020-06-26,male
423,423,4hIGmqN3k68NDVgTxWi9lE,yung boomer (instrumentals),dexter,2021-01-15,male
424,424,1QuH3unAbdRdeM05zZoEhP,yung boomer,dexter,2020-11-27,male
425,425,48kVr6ZrtUnbBnpCVC1Une,"diggin' sonoton - dexter & dj friction, vol. 1",dexter,2020-04-30,male
426,426,7LpKt8rEvMOqdYFsS41ATK,nicht auf arbeit sondern tour,dexter,2018-01-16,male
427,427,2A5FcwK1qPK9ZlQWyBnm5L,"haare nice, remix fly",dexter,2017-10-27,male
428,428,0yAxSE76s6kdC8kGKg6u2T,"haare nice, remix fly",dexter,2017-09-29,male
429,429,7rkpspzzUzkPVmjQkW1Q3U,"haare nice, socken fly",dexter,2017-06-30,male
430,430,7aJaxOXw8LBuIpnpLYJF09,"haare nice, socken fly",dexter,2017-06-30,male
431,431,3Xi28Sfgtui9lGjYyNmfEy,raw random files,dexter,2016-10-14,male
432,432,3EmaHURAnwQarLt0axQKIz,raw random files,dexter,2016-10-14,male
433,433,0MLK80rpqaqJYH6EYp0OyH,"yo, picasso",fatoni,2015-11-06,male
434,434,4poccN79Mv3zHAERyzgviA,"yo, picasso",fatoni,2015-11-06,male
435,435,0BRi0upJPDfLn55ywssmtF,palmen & beats,dexter,2015-06-19,male
436,436,0xjolJiCGKSSp9g0atMvRp,palmen & freunde,dexter,2014-07-25,male
437,437,5W9GdCYD5TCIEeQdlwvkLt,the trip,dexter,2013-05-17,male
438,438,1BNXQ67cXNs7HVK72q51HR,weihnachten im elfenbeinturm,dexter,2012-01-01,male
439,439,4bPfKkW8WlVRehiYNfTHyW,hi-hat club (vol. 3 / the jazz files),dexter,2010-02-26,male
440,440,0kBLGK2CCNoIFpSyG0RMbf,schelle,jaques shure,2008-12-12,male
441,441,1CGz33gZHGE5fF16d285HJ,futura,miksu / macloud,2021-04-23,male
442,442,1HZDvQKz15zFEVJdaKEoVi,kitschkrieg,kitschkrieg,2020-08-07,male
443,443,6nNWkAwlHC0yIoKzzl7rnQ,trettmann,trettmann,2019-09-13,male
444,444,0RGX4jwWKh3ELvPYQPQ0AI,#diy,trettmann,2017-09-29,male
445,445,4h6vqfG5Ypy33xehHNsU5Q,king kong (deluxe edition),king khalil,2020-01-31,male
446,446,0X2obFl6NXMEDvlplTX6jS,b-tk,king khalil,2019-02-01,male
447,447,559Xj090yE5f25uWuLfHPn,kuku effekt,king khalil,2018-03-09,male
448,448,37TKnktObTFfM9wqDnunUs,zurück in die zukunft,massive töne,2005-10-14,male
449,449,23e9X1a2ODDLWDi9Go747g,mt3,massive töne,2002,male
450,450,1VYFFp5JBhO9Cp8oNfCIdP,überfall,massive töne,1999-04-19,male
451,451,33pdNbQw2xOe3A639EgVzu,9,lil' kim,2019-10-11,male
452,452,0f0p5YbL8yy5aFtCNGlmvg,the naked truth,lil' kim,2005-09-26,male
453,453,6roz6qVi1LKVXnkh0UDdsB,the naked truth,lil' kim,2005-09-09,male
454,454,4ZK9gPHqtuVdREt2Q88cnY,the naked truth,lil' kim,2005-09-09,male
455,455,6UlNLXBFLqRDiKnyrF4oDE,la bella mafia,lil' kim,2003-03-03,male
456,456,1R2LlG2a5ThXAVYfNtmWZR,la bella mafia,lil' kim,2003-03-03,male
457,457,1C3I7LjJaNnY5VQE59iWtb,the notorious k.i.m.,lil' kim,2000-06-16,male
458,458,4VY8Icklu5QOsDVvibggfw,the notorious k.i.m.,lil' kim,2000-06-16,male
459,459,39xHAZmTUSQJyXt6ebpjKT,hard core,lil' kim,1996,male
460,460,0NaWNfQf4AceHkFpQGqjK0,sovietskiy,tovaritch,2021-05-14,male
461,461,1uthR9zgddMvTpc8vtV9Re,bratva,tovaritch,2020-06-26,male
462,462,3hoLSCFI8I5Mlujk0pTUF7,vintage gearforth,soolking,2020-09-15,male
463,463,6Lai84omFX01ORCDa1CG5Z,vintage gearforth,soolking,2020-03-20,male
464,464,2PHvCrWRDxS5G7WBEeGX1R,vintage,soolking,2020-03-20,male
465,465,2iAk4RqtH8yDAhZ4HcBmWx,vintage,soolking,2020-03-20,male
466,466,6tGI9MGbLjbxyzcxYkMXPJ,vintage,soolking,2020-03-19,male
467,467,4yAoqRJA7rRoMt3v4q3WSr,fruit du démon,soolking,2018-11-02,male
468,468,34GaKe4pPtwUllCu5mruIk,fruit du démon,soolking,2018-11-02,male
469,469,4Q8V1uLwVVVSlX96fFSpG3,jurassik parc (deluxe edition),jace,2020-12-11,male
470,470,41WPTY4rWgP252wTQsTRFy,jurassik parc,jace,2020-11-27,male
471,471,3qe7sSflzE4CinjegBIeS9,wo ist jacek,jace,2020-03-20,male
472,472,4YXUoH79AKpT7BYMlVnOWx,stich,jace,2018-11-16,male
473,473,7LloMyMEP3fVURAzRuF6AB,came from nothing,elias,2020-08-28,male
474,474,1yNcQvexS1sM5Vwppr9FAj,flyest alive,elias,2019-06-21,male
475,475,1gryq7OHZWthnrPBP1BNN4,forever young,mosh36,2020-04-09,male
476,476,1J3DmmhR1ZRBdXF9b3fi5W,dz,mosh36,2017-09-15,male
477,477,6THxFdEElGksa5a7IqulTe,rapbeduine,mosh36,2016-05-06,male
478,478,5fH7BUE76yIAmSLDUbWSpL,rapbeduine,mosh36,2016-05-06,male
479,479,3h7awo6F5FvXj7VELuPyaz,moshroom,mosh36,2015-12-11,male
480,480,6yOEB289ESg308olzVNPvN,lucky no. 7,mosh36,2015-08-28,male
481,481,0xqaUHpVzkrRfwwG6acRbR,lucky no. 7,mosh36,2015-08-28,male
482,482,51Bj8ABURMvcvjSRaZhtOI,moshroom,mosh36,2015-02-20,male
483,483,2vSLFa90N8Nce5cuhuJbeA,unikat,mosh36,2015-02-20,male
484,484,0YYvoSz9fPzktp1CMxQVZB,bz mixtape,mosh36,2013-10-25,male
485,485,4ztm9NWuotoSEOIQxt71OH,zweimalvier,luvre47,2020-10-09,male
486,486,3Kzx1Tex4P3Bc7rKg2cvvY,straßenapotheker,ngee,2020-10-30,male
487,487,7rTVBqLU1IBJNg22Qtcpbx,natural born killas,asche,2021-01-21,male
488,488,3t2gk1NCuqVgljzmOJKU4D,golden era tourtape,kollegah,2020-09-25,male
489,489,4r6qnbIYM0Go50SXW0iwgu,alphagene ii,kollegah,2019-12-13,male
490,490,4Vbs67Kme0Xo3gtlPBa3gc,monument,kollegah,2018-12-07,male
491,491,6R5sxXjixEhcEVp3APA9Ix,das ist alpha! (die 10 boss-gebote),kollegah,2018-12-05,male
492,492,1GHDUmPzxRhDhJggOPoFhL,jung brutal gutaussehend xxx,kollegah,2018-09-28,male
493,493,6tf7eBkyeRBNBe27xcBOnn,platin war gestern,kollegah,2018-08-10,male
494,494,1tBRVs9iF3GZjQjI5Aztmr,platin war gestern (instrumentals),kollegah,2018-08-10,male
495,495,3ep5KCjpJmbBe6yTwacwBG,freetracks compilation,kollegah,2018-02-02,male
496,496,5QwWICKmb1lfoyUbhIT5Xk,lyrik lounge compilation,kollegah,2017-08-13,male
497,497,1OqwfkMINtZRY2LWSQW4Ix,hoodtape 2,kollegah,2016-12-09,male
498,498,2IXp0fxjlIKXnWsSDyRxYP,imperator (deluxe edition),kollegah,2016-12-09,male
499,499,7gAsvZoE8WY8J6fIxOcq4A,"zuhältertape, vol. 4",kollegah,2015-12-11,male
500,500,4b5q3NmyU42ndkqFPqqv3v,king,kollegah,2014-05-09,male
501,501,7G81TsN8ODLLJq2Xz6FYmb,king,kollegah,2014-01-01,male
502,502,6cgZ8W5U3q6B8qbps6zjFM,bossaura,kollegah,2011-10-14,male
503,503,7FVm1gkIKDxsC1eCD1ud9A,"hoodtape, vol. 1 x-mas edition",kollegah,2010-12-18,male
504,504,2WwSy0VrhJQVkgU1T3fAwt,"zuhältertape, vol. 3",kollegah,2009-12-19,male
505,505,11yNjCVaZamoyb8DrHex2N,kollegah,kollegah,2008-08-29,male
506,506,6Gj2SWx3d9MdHZpFVrEMMz,alphagene,kollegah,2007-11-16,male
507,507,18JTYbAanjo0uGy5GB9uE2,m.o.tion,m.o.030,2021-01-29,male
508,508,4L9kgixTmFfJ8mW6O1K8gO,mozone,m.o.030,2019-01-11,male
509,509,3BcX5gCQZblSPagIBuoVBr,moseason,m.o.030,2018-05-18,male
510,510,0eJiXjLYnACKdXu2DyVE8o,mark my words,nugat,2020-12-31,male
511,511,5lPYeWdvHXqWqsydXBARnx,was ich sag,nugat,2020-12-31,male
512,512,3leDAXkmrZUWYQeAA6TCp0,untitled (2018-2020),nugat,2020-12-17,male
513,513,3GPisfxzl6CmdT9uGL51x3,for better or worse,nugat,2020-02-14,male
514,514,3SlpqNCbfgyt2QCQGYwuBj,2017-2019,nugat,2019-03-08,male
515,515,4r0UZ5OT2Cq95aAiiA0CsD,2015-2016,nugat,2016-10-02,male
516,516,1juWdTIrwUsBqSnkfl4gcl,2015-2016,nugat,2016-10-01,male
517,517,38vYTAyn12YXcmx7cw5wXd,bunkerromantik,crystal f,2019-12-06,male
518,518,2dsnE75rF4es07foZv8d6c,panzerband & billiges crack,crystal f,2018-11-09,male
519,519,0x57CvW63cQNKTB39AqICW,x x,crystal f,2018-03-16,male
520,520,1sBTV5dN4kOPELOuiAjqZx,narben,crystal f,2016-08-26,male
521,521,5H985rY0tdOFiZWeJotbW2,narben (hörbuch),crystal f,2016-08-26,male
522,522,5zpZxAnr3MIwCzIhSS9hd6,trottelschweine,crystal f,2011-08-05,male
523,523,7ll7OzillRFsYjE9lsA3wV,"crystal, crack & kannibalismus",crystal f,2008-06-06,male
524,524,21lHnoKWNFaIIzxpjSXnQX,der teufel auf meiner schulter sagt es wird alles okay,kynda gray,2021-02-26,male
525,525,7nf4FAlG3RCdm6HV7cYf5O,hotbox,megaloh,2020-08-28,male
526,526,45GC34WLsrEkiyk4Ref9Ib,regenmacher (afrobeat session),megaloh,2016-11-04,male
527,527,3I9CmmQ78jbqg38J03NbfF,regenmacher,megaloh,2016-03-04,male
528,528,2W8DtVmgriAtuv0eAoDE7O,regenmacher (deluxe version),megaloh,2016-03-04,male
529,529,12EKppOj9pQXibLobu1sFk,endlich unendlich (deluxe edition),megaloh,2013-01-01,male
530,530,1nj5zYBHK5CjcRNwdao73T,monster,megaloh,2010-10-31,male
531,531,52MBHJsSSPOuE37eZRgBM2,so macht die sonne das auch,montez,2017-10-06,male
532,532,3PiR8In8ICyYOen1rDvQ0n,für immer und eh weg,montez,2015-11-13,male
533,533,3a9UOKsxUumTRBQeidpQmL,hakai-tape,eazyono,2020-12-04,male
534,534,0iO41M8bSZO1Y0byYzhkBn,kaiser,eazyono,2018-02-16,male
535,535,3gxWjypq4oXjhJqXdvTG94,069,vega,2021-02-11,male
536,536,2juZhEQ0QNiGyHsGbldJVV,locke,vega,2020-03-05,male
537,537,1LONwQD8QTDswOL3LzDzZ3,v,vega,2018-03-09,male
538,538,5gVACRFTo3hW6H1F0Tbwh2,v (instrumental),vega,2018-03-09,male
539,539,6tKtLlYyZAVjlgjSl91FUM,dreggisch und roh 2,vega,2018-03-08,male
540,540,1OgCut3MSx1zp0LFK6LMzG,dreggisch und roh,vega,2016-11-26,male
541,541,1NXx7KIM6m3ougdTQf0jnQ,alte liebe rostet nicht,vega,2016-01-22,male
542,542,5chmnZiEjMNMzuFASOv0MA,vega live in frankfurt,vega,2015-08-14,male
543,543,5H1hPngz9CUzpA69c4KMFs,kaos,vega,2015-01-16,male
544,544,71Iruf9JDE13PsriiSssWC,nero,vega,2013-01-11,male
545,545,1mAvqErfIIyZxydEeu7cSg,nero (premium edition),vega,2013-01-11,male
546,546,7y3iED7QlZSO5t9UpsDK7f,vincent,vega,2011-01-13,male
547,547,6YP8v3IB5BS7iaTOnSsZLn,vincent,vega,2011-01-13,male
548,548,0nbAzlb3d0rx3f4kJn7ekO,lieber bleib ich broke,vega,2009-10-09,male
549,549,1wfGu7nc8bsHCS6U0XWoFQ,deutsche probleme,separate,2006-12-08,male
550,550,3N2jl1X5vZVELQ8TGaQlnS,f.e.l.t.,eli preiss,2021-04-09,male
551,551,3pp2Ffkbkzl1h1pc9rHTWi,eine runde geht noch,tiger104er,2021-01-15,male
552,552,1IBVdGVgd5WrrbKiT2sfny,der schalk im nacken,tiger104er,2019-12-01,male
553,553,0y6Ss084ftNZg7Eooef73j,tagteam,tiger104er,2018-10-12,male
554,554,6aP74gT2u0PYdIuYfuhK9m,cornertape,tiger104er,2017-03-17,male
555,555,3heMIatDVAWWIt02OdQnyn,one wave 2,jay1,2021-04-09,male
556,556,7p725khtddAkGwHA67I94h,one wave,jay1,2019-07-05,male
557,557,3Y38oJv3awjPK5dPSVFYgL,mb ice,manuellsen,2019-10-24,male
558,558,18KHMtzlfaX3mX6fHPeoSI,mb4,manuellsen,2018-12-14,male
559,559,6LISEJ3hlV17lO8loWXJRH,njc,manuellsen,2018-05-18,male
560,560,0IjMEfvEGHhIpFNoDciQex,der löwe,manuellsen,2017-08-11,male
561,561,2YhLECbQwsKVOYH6xHvDbZ,der löwe,manuellsen,2017-08-11,male
562,562,57MdxbipBphtnjxY46bLgx,gangland,manuellsen,2016-09-30,male
563,563,4jKvZiyHnKGyFmuPq7Vac4,killemall,manuellsen,2015-08-01,male
564,564,1mHIHQ0D2TicFdVnKktTZX,mb3 (premium edition),manuellsen,2014-06-06,male
565,565,6DW6PKgUh3HVnWvFlkuGHC,m. bilal 2010,manuellsen,2010-10-01,male
566,566,1d4kh2yJ5bA2V7gTA9tw2N,das ist meine welt - ihr lebt nur darin,manuellsen,2008-03-07,male
567,567,2V0Vp02AOfTYcgBVhjBIhJ,beastmode 4 - kamikaze samurai,animus,2021-04-23,male
568,568,4rVyG6YyUxG0NIUEzViLCi,"hast du bars, vol. 1",animus,2021-04-23,male
569,569,0WURNVgIG4y7nhjkTiw8Vc,katharsis,animus,2021-03-19,male
570,570,4hKsOoVm0WialvXwdLkjMj,carlo cokxxx nutten 4,bushido,2019-12-20,male
571,571,6you2h3oD3hSNkng71VBCs,poet,animus,2018-04-27,male
572,572,4pySg3KNBYYjyvOdOmwtLl,beastmode 3,animus,2018-02-02,male
573,573,7eZKxq60YWJInJDvq0dvyb,beastmode ii,animus,2016-04-29,male
574,574,7zyeXBemQOEAiDWjeaFvcI,1982,marteria,2018-08-31,male
575,575,7H8hQb1Kqea5NDkyDPxwKQ,lang lebe der tod,casper,2017-09-01,male
576,576,6tAlnBBhfQ2JKgccEXox4p,hinterland,casper,2013-09-27,male
577,577,6806j4bhTzdKHEk4AqVDl8,der druck steigt,casper,2012-07-27,male
578,578,7rql1BBqLNMfOX27mEvxUv,xoxo,casper,2011-07-11,male
579,579,2bwq9mJDYprOSkCs0xXWA5,xoxo,casper,2011-07-08,male
580,580,38MHoQUWWzW36arTVQVM7c,concrete cowboys,kwam.e,2020-05-01,male
581,581,2fIKTAu35iwdzAAF5zmxzv,geister,noah,2021-04-01,male
582,582,29kxTtkKVJRBoYBrNJbNrn,ryuk,noah,2020-02-19,male
583,583,0EHCYLGLgAWirf6WjYjzyG,sonne und regen,joshi mizu,2020-05-01,male
584,584,0deZm3fDnxLzoiqRsFRKmZ,ching ching,joshi mizu,2019-09-13,male
585,585,2bG9JEbfuGpKwtKUpRqRvZ,kaviar & toast,joshi mizu,2017-11-10,male
586,586,5L7XL27XY3DECegha8tqGG,mdmd,joshi mizu,2015-08-28,male
587,587,50gvxfEy1hdlMQd9JuQuiM,mdma,joshi mizu,2014-09-19,male
588,588,63ujMgrm76ppwPLL0ddXj1,zu!gabe (premium edition),joshi mizu,2013-01-03,male
